,title,artist,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,unknown,total_number_of_words,emotional_impact_words,neutral_words,norm_positive,norm_negative,norm_anger,norm_anticipation,norm_disgust,norm_fear,norm_joy,norm_sadness,norm_surprise,norm_trust,norm_unknown,norm_total_number_of_words,norm_emotional_impact_words,norm_neutral_words,year
b4004,since u been gone,kelly clarkson,3,3,0,6,0,0,2,1,3,1,95,127,6,26,2.362204724,2.362204724,0,4.724409449,0,0,1.57480315,0.787401575,2.362204724,0.787401575,74.80314961,100,4.724409449,20.47244094,2005
b4005,1 2 step,ciara and missy elliott,21,7,1,4,3,3,10,1,1,10,151,254,28,75,8.267716535,2.755905512,0.393700787,1.57480315,1.181102362,1.181102362,3.937007874,0.393700787,0.393700787,3.937007874,59.4488189,100,11.02362205,29.52755906,2005
b4006,gold digger,kanye west featuring jamie foxx,38,16,7,12,1,9,21,12,11,15,245,374,54,75,10.16042781,4.278074866,1.871657754,3.20855615,0.267379679,2.406417112,5.614973262,3.20855615,2.941176471,4.010695187,65.50802139,100,14.43850267,20.05347594,2005
b4007,boulevard of broken dreams,green day,2,6,6,1,1,7,1,6,0,1,72,139,8,59,1.438848921,4.316546763,4.316546763,0.71942446,0.71942446,5.035971223,0.71942446,4.316546763,0,0.71942446,51.79856115,100,5.755395683,42.44604317,2005
b4008,candy shop,50 cent featuring olivia,14,33,21,7,19,14,9,12,3,8,154,307,47,106,4.560260586,10.74918567,6.840390879,2.280130293,6.188925081,4.560260586,2.931596091,3.908794788,0.977198697,2.605863192,50.16286645,100,15.30944625,34.5276873,2005
b4009,dont cha,the pussycat dolls featuring busta rhymes,11,7,4,9,1,3,11,4,4,6,88,121,18,15,9.090909091,5.785123967,3.305785124,7.438016529,0.826446281,2.479338843,9.090909091,3.305785124,3.305785124,4.958677686,72.72727273,100,14.87603306,12.39669421,2005
b4010,behind these hazel eyes,kelly clarkson,1,28,13,8,4,8,0,13,0,0,84,140,29,27,0.714285714,20,9.285714286,5.714285714,2.857142857,5.714285714,0,9.285714286,0,0,60,100,20.71428571,19.28571429,2005
b4011,disco inferno,50 cent,17,22,8,7,9,7,9,5,5,16,195,355,39,121,4.788732394,6.197183099,2.253521127,1.971830986,2.535211268,1.971830986,2.535211268,1.408450704,1.408450704,4.507042254,54.92957746,100,10.98591549,34.08450704,2005
b4012,you and me,lifehouse,5,5,5,5,2,2,3,4,2,2,53,87,10,24,5.747126437,5.747126437,5.747126437,5.747126437,2.298850575,2.298850575,3.448275862,4.597701149,2.298850575,2.298850575,60.91954023,100,11.49425287,27.5862069,2005
b4013,dont phunk with my heart,the black eyed peas,48,17,9,12,3,13,46,15,3,4,166,268,65,37,17.91044776,6.343283582,3.358208955,4.47761194,1.119402985,4.850746269,17.1641791,5.597014925,1.119402985,1.492537313,61.94029851,100,24.25373134,13.80597015,2005
b4014,lose control,missy elliott featuring ciara and fatman scoop,11,27,16,10,8,14,8,15,11,4,195,403,38,170,2.729528536,6.699751861,3.970223325,2.481389578,1.985111663,3.473945409,1.985111663,3.722084367,2.729528536,0.992555831,48.38709677,100,9.429280397,42.18362283,2005
b4015,shake it off,mariah carey,21,12,5,3,9,3,19,4,0,9,213,356,33,110,5.898876404,3.370786517,1.404494382,0.842696629,2.528089888,0.842696629,5.337078652,1.123595506,0,2.528089888,59.83146067,100,9.269662921,30.8988764,2005
b4016,mr brightside,the killers,18,14,5,14,9,5,14,12,10,8,73,151,32,46,11.9205298,9.271523179,3.311258278,9.271523179,5.960264901,3.311258278,9.271523179,7.947019868,6.622516556,5.298013245,48.34437086,100,21.19205298,30.46357616,2005
b4017,just a lil bit,50 cent,17,15,6,4,4,10,9,8,3,10,222,366,32,112,4.644808743,4.098360656,1.639344262,1.092896175,1.092896175,2.732240437,2.459016393,2.18579235,0.819672131,2.732240437,60.6557377,100,8.743169399,30.6010929,2005
b4018,pon de replay,rihanna,34,0,0,27,0,0,32,20,4,17,248,393,34,111,8.651399491,0,0,6.870229008,0,0,8.142493639,5.089058524,1.017811705,4.325699746,63.1043257,100,8.651399491,28.24427481,2005
b4019,how we do,the game featuring 50 cent,28,49,22,10,18,20,14,23,13,16,266,441,77,98,6.349206349,11.11111111,4.988662132,2.267573696,4.081632653,4.535147392,3.174603175,5.215419501,2.947845805,3.628117914,60.31746032,100,17.46031746,22.22222222,2005
b4020,beverly hills,weezer,11,9,3,5,6,3,7,2,4,8,79,129,20,30,8.527131783,6.976744186,2.325581395,3.875968992,4.651162791,2.325581395,5.426356589,1.550387597,3.100775194,6.201550388,61.24031008,100,15.50387597,23.25581395,2005
b4021,oh,ciara featuring ludacris,8,19,8,7,6,7,4,6,4,3,184,298,27,87,2.684563758,6.375838926,2.684563758,2.348993289,2.013422819,2.348993289,1.342281879,2.013422819,1.342281879,1.006711409,61.74496644,100,9.060402685,29.19463087,2005
b4022,lonely no more,rob thomas,15,31,15,10,13,23,14,27,2,13,96,165,46,23,9.090909091,18.78787879,9.090909091,6.060606061,7.878787879,13.93939394,8.484848485,16.36363636,1.212121212,7.878787879,58.18181818,100,27.87878788,13.93939394,2005
b4023,drop it like its hot,snoop dogg featuring pharrell,14,38,45,4,12,7,6,8,15,10,227,437,52,158,3.203661327,8.695652174,10.29748284,0.915331808,2.745995423,1.601830664,1.372997712,1.830663616,3.432494279,2.288329519,51.94508009,100,11.8993135,36.15560641,2005
b4024,hate it or love it,the game featuring 50 cent,43,40,21,15,18,27,17,23,5,18,232,399,83,84,10.77694236,10.02506266,5.263157895,3.759398496,4.511278195,6.766917293,4.260651629,5.764411028,1.253132832,4.511278195,58.14536341,100,20.80200501,21.05263158,2005
b4025,lovers  friends,lil jon featuring usher and ludacris,57,16,4,21,2,11,39,14,9,40,230,357,73,54,15.96638655,4.481792717,1.120448179,5.882352941,0.56022409,3.081232493,10.92436975,3.921568627,2.521008403,11.20448179,64.42577031,100,20.44817927,15.12605042,2005
b4026,soldier,destinys child featuring ti and lil wayne,53,23,35,11,15,18,13,24,8,11,289,479,76,114,11.06471816,4.801670146,7.306889353,2.296450939,3.131524008,3.75782881,2.713987474,5.010438413,1.670146138,2.296450939,60.33402923,100,15.86638831,23.79958246,2005
b4027,breakaway,kelly clarkson,13,21,12,14,9,22,8,12,11,6,69,169,34,66,7.692307692,12.4260355,7.100591716,8.284023669,5.325443787,13.01775148,4.733727811,7.100591716,6.50887574,3.550295858,40.82840237,100,20.1183432,39.05325444,2005
b4028,switch,will smith,17,26,24,6,2,4,10,1,3,10,175,298,43,80,5.704697987,8.724832215,8.053691275,2.013422819,0.67114094,1.342281879,3.355704698,0.33557047,1.006711409,3.355704698,58.72483221,100,14.4295302,26.84563758,2005
b4029,let me hold you,bow wow featuring omarion,31,21,4,10,2,11,18,11,4,21,236,373,52,85,8.310991957,5.63002681,1.072386059,2.680965147,0.536193029,2.949061662,4.825737265,2.949061662,1.072386059,5.63002681,63.27077748,100,13.94101877,22.78820375,2005
b4030,like you,bow wow featuring ciara,30,13,6,5,4,6,24,5,3,14,218,315,43,54,9.523809524,4.126984127,1.904761905,1.587301587,1.26984127,1.904761905,7.619047619,1.587301587,0.952380952,4.444444444,69.20634921,100,13.65079365,17.14285714,2005
b4031,rich girl,gwen stefani featuring eve,43,6,13,24,3,8,33,2,10,18,238,357,49,70,12.04481793,1.680672269,3.641456583,6.722689076,0.840336134,2.240896359,9.243697479,0.56022409,2.801120448,5.042016807,66.66666667,100,13.7254902,19.60784314,2005
b4032,my humps,the black eyed peas,37,32,16,21,14,9,26,8,20,21,153,340,69,118,10.88235294,9.411764706,4.705882353,6.176470588,4.117647059,2.647058824,7.647058824,2.352941176,5.882352941,6.176470588,45,100,20.29411765,34.70588235,2005
b4033,obsession no es amor,frankie j featuring baby bash,33,28,14,9,9,10,30,9,12,8,147,242,61,34,13.63636364,11.57024793,5.785123967,3.719008264,3.719008264,4.132231405,12.39669421,3.719008264,4.958677686,3.305785124,60.74380165,100,25.20661157,14.04958678,2005
b4034,caught up,usher,8,1,0,4,0,1,6,0,1,2,147,199,9,43,4.020100503,0.502512563,0,2.010050251,0,0.502512563,3.015075377,0,0.502512563,1.005025126,73.86934673,100,4.522613065,21.6080402,2005
b4035,listen to your heart,dht featuring edmee,8,5,3,2,1,2,7,3,3,2,74,122,13,35,6.557377049,4.098360656,2.459016393,1.639344262,0.819672131,1.639344262,5.737704918,2.459016393,2.459016393,1.639344262,60.6557377,100,10.6557377,28.68852459,2005
b4036,scars,papa roach,8,17,9,2,7,12,2,10,2,8,93,178,25,60,4.494382022,9.550561798,5.056179775,1.123595506,3.93258427,6.741573034,1.123595506,5.617977528,1.123595506,4.494382022,52.24719101,100,14.04494382,33.70786517,2005
b4037,feel good inc,gorillaz,13,15,5,8,4,8,7,5,2,4,71,148,28,49,8.783783784,10.13513514,3.378378378,5.405405405,2.702702703,5.405405405,4.72972973,3.378378378,1.351351351,2.702702703,47.97297297,100,18.91891892,33.10810811,2005
b4038,let me go,3 doors down,26,8,1,4,1,1,17,4,3,7,70,126,34,22,20.63492063,6.349206349,0.793650794,3.174603175,0.793650794,0.793650794,13.49206349,3.174603175,2.380952381,5.555555556,55.55555556,100,26.98412698,17.46031746,2005
b4039,holiday,green day,14,27,12,7,11,13,7,23,5,6,50,123,41,32,11.38211382,21.95121951,9.756097561,5.691056911,8.943089431,10.56910569,5.691056911,18.69918699,4.06504065,4.87804878,40.6504065,100,33.33333333,26.01626016,2005
b4040,sugar were goin down,fall out boy,15,20,19,0,10,17,0,11,2,0,83,201,35,83,7.462686567,9.950248756,9.452736318,0,4.975124378,8.457711443,0,5.472636816,0.995024876,0,41.29353234,100,17.41293532,41.29353234,2005
b4041,grind with me,pretty ricky,41,18,9,33,8,3,33,2,9,22,194,424,59,171,9.669811321,4.245283019,2.122641509,7.783018868,1.886792453,0.70754717,7.783018868,0.471698113,2.122641509,5.188679245,45.75471698,100,13.91509434,40.33018868,2005
b4042,run it,chris brown featuring juelz santana,25,23,7,14,6,5,18,9,3,17,195,338,48,95,7.396449704,6.804733728,2.071005917,4.142011834,1.775147929,1.479289941,5.325443787,2.662721893,0.887573964,5.029585799,57.69230769,100,14.20118343,28.10650888,2005
b4043,photograph,nickelback,30,8,2,44,3,9,29,6,19,30,119,253,38,96,11.85770751,3.162055336,0.790513834,17.39130435,1.185770751,3.557312253,11.46245059,2.371541502,7.509881423,11.85770751,47.03557312,100,15.01976285,37.94466403,2005
b4044,lonely,akon,8,52,50,7,46,51,7,51,3,4,162,284,60,62,2.816901408,18.30985915,17.6056338,2.464788732,16.1971831,17.95774648,2.464788732,17.95774648,1.056338028,1.408450704,57.04225352,100,21.12676056,21.83098592,2005
b4045,collide,howie day,9,14,2,8,3,3,6,9,4,9,43,93,23,27,9.677419355,15.05376344,2.150537634,8.602150538,3.225806452,3.225806452,6.451612903,9.677419355,4.301075269,9.677419355,46.23655914,100,24.7311828,29.03225806,2005
b4046,wake me up when september ends,green day,5,6,0,0,0,2,0,6,0,5,47,90,11,32,5.555555556,6.666666667,0,0,0,2.222222222,0,6.666666667,0,5.555555556,52.22222222,100,12.22222222,35.55555556,2005
b4047,slow down,bobby valentino,27,32,0,8,0,32,22,32,5,6,183,293,59,51,9.215017065,10.92150171,0,2.730375427,0,10.92150171,7.508532423,10.92150171,1.706484642,2.04778157,62.45733788,100,20.13651877,17.40614334,2005
b4048,over and over,nelly featuring tim mcgraw,4,16,12,3,8,13,3,14,1,3,118,174,20,36,2.298850575,9.195402299,6.896551724,1.724137931,4.597701149,7.471264368,1.724137931,8.045977011,0.574712644,1.724137931,67.81609195,100,11.49425287,20.68965517,2005
b4049,some cut,trillville featuring cutty,22,39,18,9,17,15,12,16,10,15,192,373,61,120,5.898123324,10.45576408,4.825737265,2.412868633,4.557640751,4.021447721,3.217158177,4.289544236,2.680965147,4.021447721,51.47453083,100,16.3538874,32.17158177,2005
b4050,get it poppin,fat joe featuring nelly,10,31,14,2,18,10,1,10,1,4,282,394,41,71,2.538071066,7.868020305,3.553299492,0.507614213,4.568527919,2.538071066,0.253807107,2.538071066,0.253807107,1.015228426,71.57360406,100,10.40609137,18.02030457,2005
b4051,play,david banner,15,19,5,5,7,10,13,8,8,10,203,393,34,156,3.816793893,4.834605598,1.272264631,1.272264631,1.781170483,2.544529262,3.307888041,2.03562341,2.03562341,2.544529262,51.65394402,100,8.651399491,39.69465649,2005
b4052,soul survivor,young jeezy featuring akon,22,33,14,15,15,19,6,14,6,18,244,407,55,108,5.405405405,8.108108108,3.43980344,3.685503686,3.685503686,4.668304668,1.474201474,3.43980344,1.474201474,4.422604423,59.95085995,100,13.51351351,26.53562654,2005
b4053,pimpin all over the world,ludacris featuring bobby valentino,36,12,3,20,2,7,22,4,6,22,284,493,48,161,7.302231237,2.434077079,0.60851927,4.056795132,0.405679513,1.419878296,4.462474645,0.811359026,1.21703854,4.462474645,57.60649087,100,9.736308316,32.65720081,2005
b4054,my boo,usher and alicia keys,17,25,9,7,4,4,4,0,1,3,148,234,42,44,7.264957265,10.68376068,3.846153846,2.991452991,1.709401709,1.709401709,1.709401709,0,0.427350427,1.282051282,63.24786325,100,17.94871795,18.8034188,2005
b4055,sugar gimme some,trick daddy featuring ludacris lil kim and cee lo green,24,17,6,12,3,1,9,3,6,7,143,278,41,94,8.633093525,6.115107914,2.158273381,4.316546763,1.079136691,0.35971223,3.237410072,1.079136691,2.158273381,2.517985612,51.43884892,100,14.74820144,33.81294964,2005
b4056,karma,alicia keys,5,7,2,5,3,1,3,2,0,2,171,216,12,33,2.314814815,3.240740741,0.925925926,2.314814815,1.388888889,0.462962963,1.388888889,0.925925926,0,0.925925926,79.16666667,100,5.555555556,15.27777778,2005
b4057,speed of sound,coldplay,10,4,2,8,2,8,3,1,3,6,68,143,14,61,6.993006993,2.797202797,1.398601399,5.594405594,1.398601399,5.594405594,2.097902098,0.699300699,2.097902098,4.195804196,47.55244755,100,9.79020979,42.65734266,2005
b4058,i dont want to be,gavin degraw,6,8,2,6,1,2,4,2,1,5,103,142,14,25,4.225352113,5.633802817,1.408450704,4.225352113,0.704225352,1.408450704,2.816901408,1.408450704,0.704225352,3.521126761,72.53521127,100,9.85915493,17.6056338,2005
b4059,mockingbird,eminem,37,30,19,16,7,17,26,27,14,18,283,457,67,107,8.096280088,6.564551422,4.157549234,3.501094092,1.531728665,3.719912473,5.689277899,5.90809628,3.06345733,3.938730853,61.92560175,100,14.66083151,23.41356674,2005
b4060,la tortura,shakira featuring alejandro sanz,11,3,3,1,3,2,1,2,1,2,282,311,14,15,3.536977492,0.964630225,0.964630225,0.321543408,0.964630225,0.643086817,0.321543408,0.643086817,0.321543408,0.643086817,90.67524116,100,4.501607717,4.823151125,2005
b4061,she will be loved,maroon 5,7,6,5,3,0,7,5,5,4,3,91,173,13,69,4.046242775,3.468208092,2.89017341,1.734104046,0,4.046242775,2.89017341,2.89017341,2.312138728,1.734104046,52.60115607,100,7.514450867,39.88439306,2005
b4062,baby im back,baby bash featuring akon,37,35,30,10,25,25,22,27,1,18,150,263,72,41,14.06844106,13.30798479,11.40684411,3.802281369,9.505703422,9.505703422,8.365019011,10.2661597,0.380228137,6.844106464,57.03422053,100,27.37642586,15.58935361,2005
b4063,wait the whisper song,ying yang twins,6,36,13,17,10,14,2,13,4,5,187,312,42,83,1.923076923,11.53846154,4.166666667,5.448717949,3.205128205,4.487179487,0.641025641,4.166666667,1.282051282,1.602564103,59.93589744,100,13.46153846,26.6025641,2005
b4064,incomplete,backstreet boys,9,1,0,3,0,4,5,1,3,7,57,101,10,34,8.910891089,0.99009901,0,2.97029703,0,3.96039604,4.95049505,0.99009901,2.97029703,6.930693069,56.43564356,100,9.900990099,33.66336634,2005
b4065,bring em out,ti,15,17,18,6,5,7,3,5,3,8,244,435,32,159,3.448275862,3.908045977,4.137931034,1.379310345,1.149425287,1.609195402,0.689655172,1.149425287,0.689655172,1.83908046,56.09195402,100,7.356321839,36.55172414,2005
b4066,cater 2 u,destinys child,62,19,12,9,11,12,30,14,2,19,189,334,81,64,18.56287425,5.688622754,3.592814371,2.694610778,3.293413174,3.592814371,8.982035928,4.191616766,0.598802395,5.688622754,56.58682635,100,24.25149701,19.16167665,2005
b4067,1 thing,amerie,0,5,1,2,0,3,0,3,0,1,175,255,5,75,0,1.960784314,0.392156863,0.784313725,0,1.176470588,0,1.176470588,0,0.392156863,68.62745098,100,1.960784314,29.41176471,2005
b4068,best of you,foo fighters,15,20,5,8,6,11,7,12,7,16,119,171,35,17,8.771929825,11.69590643,2.923976608,4.678362573,3.50877193,6.432748538,4.093567251,7.01754386,4.093567251,9.356725146,69.59064327,100,20.46783626,9.941520468,2005
b4069,its like that,mariah carey,8,16,7,8,3,7,8,4,4,4,215,264,24,25,3.03030303,6.060606061,2.651515152,3.03030303,1.136363636,2.651515152,3.03030303,1.515151515,1.515151515,1.515151515,81.43939394,100,9.090909091,9.46969697,2005
b4070,goin crazy,natalie,18,19,15,4,7,15,17,16,4,3,133,237,37,67,7.594936709,8.016877637,6.329113924,1.687763713,2.953586498,6.329113924,7.172995781,6.751054852,1.687763713,1.265822785,56.11814346,100,15.61181435,28.27004219,2005
b4071,inside your heaven,carrie underwood,5,25,6,6,1,14,5,19,3,3,65,143,30,48,3.496503497,17.48251748,4.195804196,4.195804196,0.699300699,9.79020979,3.496503497,13.28671329,2.097902098,2.097902098,45.45454545,100,20.97902098,33.56643357,2005
b4072,because of you,kelly clarkson,6,21,6,4,4,8,6,13,6,6,64,125,27,34,4.8,16.8,4.8,3.2,3.2,6.4,4.8,10.4,4.8,4.8,51.2,100,21.6,27.2,2005
b4073,truth is,fantasia,42,8,8,5,3,11,19,9,17,26,125,214,50,39,19.62616822,3.738317757,3.738317757,2.336448598,1.401869159,5.140186916,8.878504673,4.205607477,7.943925234,12.14953271,58.41121495,100,23.36448598,18.22429907,2005
b4074,your body,pretty ricky,59,18,12,8,9,11,22,15,5,40,218,405,77,110,14.56790123,4.444444444,2.962962963,1.975308642,2.222222222,2.716049383,5.432098765,3.703703704,1.234567901,9.87654321,53.82716049,100,19.01234568,27.16049383,2005
b4075,beautiful soul,jesse mccartney,26,16,2,11,10,2,23,4,2,7,127,198,42,29,13.13131313,8.080808081,1.01010101,5.555555556,5.050505051,1.01010101,11.61616162,2.02020202,1.01010101,3.535353535,64.14141414,100,21.21212121,14.64646465,2005
b4076,cool,gwen stefani,10,4,1,5,1,2,6,3,3,6,33,62,14,15,16.12903226,6.451612903,1.612903226,8.064516129,1.612903226,3.225806452,9.677419355,4.838709677,4.838709677,9.677419355,53.22580645,100,22.58064516,24.19354839,2005
b4077,get back,ludacris,14,24,21,7,15,14,4,12,6,4,323,498,38,137,2.81124498,4.819277108,4.21686747,1.40562249,3.012048193,2.81124498,0.803212851,2.409638554,1.204819277,0.803212851,64.85943775,100,7.630522088,27.51004016,2005
b4078,outta control,50 cent featuring mobb deep,25,27,8,7,7,10,16,16,9,13,233,400,52,115,6.25,6.75,2,1.75,1.75,2.5,4,4,2.25,3.25,58.25,100,13,28.75,2005
b4079,u dont know me,ti,18,23,8,8,3,12,7,8,4,20,363,471,41,67,3.821656051,4.883227176,1.6985138,1.6985138,0.636942675,2.547770701,1.486199575,1.6985138,0.8492569,4.246284501,77.07006369,100,8.704883227,14.22505308,2005
b4080,these words,natasha bedingfield,48,9,7,4,1,1,39,0,1,1,94,189,57,38,25.3968254,4.761904762,3.703703704,2.116402116,0.529100529,0.529100529,20.63492063,0,0.529100529,0.529100529,49.73544974,100,30.15873016,20.10582011,2005
b4081,dont lie,the black eyed peas,19,32,26,8,27,5,8,27,3,10,190,273,51,32,6.95970696,11.72161172,9.523809524,2.93040293,9.89010989,1.831501832,2.93040293,9.89010989,1.098901099,3.663003663,69.5970696,100,18.68131868,11.72161172,2005
b4082,get right,jennifer lopez,7,7,4,3,1,2,4,6,2,8,145,203,14,44,3.448275862,3.448275862,1.97044335,1.477832512,0.492610837,0.985221675,1.97044335,2.955665025,0.985221675,3.9408867,71.42857143,100,6.896551724,21.67487685,2005
b4083,daughters,john mayer,40,13,1,23,5,3,37,10,12,25,42,115,53,20,34.7826087,11.30434783,0.869565217,20,4.347826087,2.608695652,32.17391304,8.695652174,10.43478261,21.73913043,36.52173913,100,46.08695652,17.39130435,2005
b4084,as good as i once was,toby keith,23,17,8,17,7,7,17,7,17,18,93,170,40,37,13.52941176,10,4.705882353,10,4.117647059,4.117647059,10,4.117647059,10,10.58823529,54.70588235,100,23.52941176,21.76470588,2005
b4085,girlfight,brooke valentine featuring lil jon and big boi,7,36,24,3,6,8,4,5,3,5,167,266,43,56,2.631578947,13.53383459,9.022556391,1.127819549,2.255639098,3.007518797,1.503759398,1.879699248,1.127819549,1.879699248,62.78195489,100,16.16541353,21.05263158,2005
b4086,lose my breath,destinys child,23,74,48,3,48,37,17,36,37,4,132,331,97,102,6.948640483,22.35649547,14.50151057,0.906344411,14.50151057,11.17824773,5.135951662,10.87613293,11.17824773,1.208459215,39.87915408,100,29.30513595,30.81570997,2005
b4087,ordinary people,john legend,13,9,4,15,2,5,11,7,6,3,122,213,22,69,6.103286385,4.225352113,1.877934272,7.042253521,0.938967136,2.34741784,5.164319249,3.286384977,2.816901408,1.408450704,57.27699531,100,10.3286385,32.3943662,2005
b4088,we be burnin,sean paul,24,16,8,15,5,11,11,10,4,13,285,400,40,75,6,4,2,3.75,1.25,2.75,2.75,2.5,1,3.25,71.25,100,10,18.75,2005
