,title,artist,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,unknown,total_number_of_words,emotional_impact_words,neutral_words,norm_positive,norm_negative,norm_anger,norm_anticipation,norm_disgust,norm_fear,norm_joy,norm_sadness,norm_surprise,norm_trust,norm_unknown,norm_total_number_of_words,norm_emotional_impact_words,norm_neutral_words
ML453,atlantis,donovan,17,6,0,12,0,7,7,4,2,11,0,98,23,75,17.346938775510203,6.122448979591836,0.0,12.244897959183673,0.0,7.142857142857143,7.142857142857143,4.081632653061225,2.0408163265306123,11.224489795918368,0.0,100.0,23.46938775510204,0
ML454,traces,classics iv,6,4,2,4,0,3,6,2,3,2,0,64,10,54,9.375,6.25,3.125,6.25,0.0,4.6875,9.375,3.125,4.6875,3.125,0.0,100.0,15.625,0
ML455,its getting better,mama cass elliot,5,1,2,4,0,0,5,0,2,4,0,100,6,94,5.0,1.0,2.0,4.0,0.0,0.0,5.0,0.0,2.0,4.0,0.0,100.0,6.0,0
ML456,this magic moment,jay and the americans,1,2,0,2,0,3,1,2,1,0,0,94,3,91,1.0638297872340425,2.127659574468085,0.0,2.127659574468085,0.0,3.1914893617021276,1.0638297872340425,2.127659574468085,1.0638297872340425,0.0,0.0,100.0,3.1914893617021276,0
ML457,runaway child running wild,the temptations,15,28,8,12,3,13,8,19,8,8,0,290,43,247,5.172413793103448,9.655172413793103,2.7586206896551726,4.137931034482759,1.0344827586206897,4.482758620689655,2.7586206896551726,6.551724137931035,2.7586206896551726,2.7586206896551726,0.0,100.0,14.827586206896552,0
ML458,hawaii fiveo,the ventures,0,0,0,1,0,0,0,0,0,0,0,25,0,25,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
ML459,galveston,glen campbell,8,5,3,3,1,7,3,3,1,2,0,56,13,43,14.285714285714286,8.928571428571429,5.357142857142857,5.357142857142857,1.7857142857142858,12.5,5.357142857142857,5.357142857142857,1.7857142857142858,3.5714285714285716,0.0,100.0,23.214285714285715,0
ML460,im gonna make you mine,lou christie,10,13,10,1,10,10,9,10,3,2,0,226,23,203,4.424778761061947,5.752212389380531,4.424778761061947,0.4424778761061947,4.424778761061947,4.424778761061947,3.982300884955752,4.424778761061947,1.3274336283185841,0.8849557522123894,0.0,100.0,10.176991150442477,0
ML461,gitarzan,ray stevens,20,4,3,8,3,5,15,5,2,7,0,185,24,161,10.81081081081081,2.1621621621621623,1.6216216216216217,4.324324324324325,1.6216216216216217,2.7027027027027026,8.108108108108109,2.7027027027027026,1.0810810810810811,3.7837837837837838,0.0,100.0,12.972972972972974,0
ML462,can i change my mind,tyrone davis,11,7,1,8,2,16,9,6,2,1,0,129,18,111,8.527131782945736,5.426356589147287,0.7751937984496124,6.2015503875969,1.550387596899225,12.4031007751938,6.976744186046512,4.651162790697675,1.550387596899225,0.7751937984496124,0.0,100.0,13.953488372093023,0
ML464,this girls in love with you,dionne warwick,17,4,2,1,2,4,15,6,1,2,0,121,21,100,14.049586776859504,3.3057851239669422,1.6528925619834711,0.8264462809917356,1.6528925619834711,3.3057851239669422,12.396694214876034,4.958677685950414,0.8264462809917356,1.6528925619834711,0.0,100.0,17.355371900826448,0
ML465,color him father,the winstons,22,13,2,10,2,6,18,7,5,20,0,181,35,146,12.154696132596685,7.18232044198895,1.1049723756906078,5.524861878453039,1.1049723756906078,3.314917127071823,9.94475138121547,3.867403314917127,2.7624309392265194,11.049723756906078,0.0,100.0,19.337016574585636,0
ML466,black pearl,checkmates ltd,24,7,0,12,0,0,21,6,4,6,0,160,31,129,15.0,4.375,0.0,7.5,0.0,0.0,13.125,3.75,2.5,3.75,0.0,100.0,19.375,0
ML467,indian giver,1910 fruitgum company,11,1,1,3,1,1,9,1,2,5,0,80,12,68,13.75,1.25,1.25,3.75,1.25,1.25,11.25,1.25,2.5,6.25,0.0,100.0,15.0,0
ML468,mother popcorn,james brown,12,6,0,6,3,0,6,4,1,10,0,143,18,125,8.391608391608392,4.195804195804196,0.0,4.195804195804196,2.097902097902098,0.0,4.195804195804196,2.797202797202797,0.6993006993006993,6.993006993006993,0.0,100.0,12.587412587412587,0
ML469,twentyfive miles,edwin starr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ML470,things id like to say,new colony six,21,6,6,2,2,4,19,6,0,3,0,84,27,57,25.0,7.142857142857143,7.142857142857143,2.380952380952381,2.380952380952381,4.761904761904762,22.61904761904762,7.142857142857143,0.0,3.5714285714285716,0.0,100.0,32.142857142857146,0
ML471,when i die,motherlode,9,7,0,12,0,5,9,7,3,6,0,77,16,61,11.688311688311689,9.090909090909092,0.0,15.584415584415584,0.0,6.4935064935064934,11.688311688311689,9.090909090909092,3.896103896103896,7.792207792207792,0.0,100.0,20.77922077922078,0
ML472,thats the way love is,marvin gaye,29,8,1,5,0,2,26,6,0,3,0,194,37,157,14.948453608247423,4.123711340206185,0.5154639175257731,2.577319587628866,0.0,1.0309278350515463,13.402061855670103,3.0927835051546393,0.0,1.5463917525773196,0.0,100.0,19.072164948453608,0
ML473,everybodys talkin,harry nilsson,8,4,0,7,0,0,6,3,5,4,0,75,12,63,10.666666666666666,5.333333333333333,0.0,9.333333333333334,0.0,0.0,8.0,4.0,6.666666666666667,5.333333333333333,0.0,100.0,16.0,0
ML474,the worst that could happen,johnny maestro  the brooklyn bridge,11,3,2,8,2,2,11,1,1,2,0,122,14,108,9.01639344262295,2.459016393442623,1.639344262295082,6.557377049180328,1.639344262295082,1.639344262295082,9.01639344262295,0.819672131147541,0.819672131147541,1.639344262295082,0.0,100.0,11.475409836065573,0
ML475,the chokin kind,joe simon,21,11,7,7,6,9,19,9,8,11,0,119,32,87,17.647058823529413,9.243697478991596,5.882352941176471,5.882352941176471,5.042016806722689,7.563025210084033,15.966386554621849,7.563025210084033,6.722689075630252,9.243697478991596,0.0,100.0,26.89075630252101,0
ML476,smile a little smile for me,the flying machine,18,7,6,4,4,6,17,6,12,17,0,110,25,85,16.363636363636363,6.363636363636363,5.454545454545454,3.6363636363636362,3.6363636363636362,5.454545454545454,15.454545454545455,5.454545454545454,10.909090909090908,15.454545454545455,0.0,100.0,22.727272727272727,0
ML477,polk salad annie,tony joe white,11,21,6,3,11,7,2,5,0,9,0,146,32,114,7.534246575342466,14.383561643835616,4.109589041095891,2.0547945205479454,7.534246575342466,4.794520547945205,1.36986301369863,3.4246575342465753,0.0,6.164383561643835,0.0,100.0,21.91780821917808,0
ML479,games people play,joe south,11,12,6,8,4,5,9,6,3,8,0,120,23,97,9.166666666666666,10.0,5.0,6.666666666666667,3.3333333333333335,4.166666666666667,7.5,5.0,2.5,6.666666666666667,0.0,100.0,19.166666666666668,0
ML480,you showed me,the turtles,12,4,0,0,0,0,12,4,1,2,0,70,16,54,17.142857142857142,5.714285714285714,0.0,0.0,0.0,0.0,17.142857142857142,5.714285714285714,1.4285714285714286,2.857142857142857,0.0,100.0,22.857142857142858,0
ML481,tracy,the cuff links,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ML482,oh what a night,the dells,30,4,0,5,0,2,19,2,3,0,0,103,34,69,29.12621359223301,3.883495145631068,0.0,4.854368932038835,0.0,1.941747572815534,18.446601941747574,1.941747572815534,2.912621359223301,0.0,0.0,100.0,33.00970873786408,0
ML483,something,the beatles,5,3,0,3,0,0,5,3,4,7,0,56,8,48,8.928571428571429,5.357142857142857,0.0,5.357142857142857,0.0,0.0,8.928571428571429,5.357142857142857,7.142857142857143,12.5,0.0,100.0,14.285714285714286,0
ML484,this girl is a woman now,gary puckett  the union gap,19,1,1,6,0,0,11,0,4,8,0,87,20,67,21.839080459770116,1.1494252873563218,1.1494252873563218,6.896551724137931,0.0,0.0,12.64367816091954,0.0,4.597701149425287,9.195402298850574,0.0,100.0,22.988505747126435,0
ML485,come together,the beatles,5,5,3,3,2,4,3,1,2,2,0,100,10,90,5.0,5.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,0.0,100.0,10.0,0
ML486,ramblin gamblin man,bob seger system,7,5,3,4,2,3,4,3,4,3,0,99,12,87,7.070707070707071,5.05050505050505,3.0303030303030303,4.040404040404041,2.0202020202020203,3.0303030303030303,4.040404040404041,3.0303030303030303,4.040404040404041,3.0303030303030303,0.0,100.0,12.121212121212121,0
ML488,i heard it through the grapevine,marvin gaye,12,5,4,2,3,4,6,5,4,1,0,153,17,136,7.8431372549019605,3.2679738562091503,2.6143790849673203,1.3071895424836601,1.9607843137254901,2.6143790849673203,3.9215686274509802,3.2679738562091503,2.6143790849673203,0.6535947712418301,0.0,100.0,11.11111111111111,0
ML489,gimme gimme good lovin,crazy elephant,8,2,2,7,0,2,8,2,6,6,0,82,10,72,9.75609756097561,2.4390243902439024,2.4390243902439024,8.536585365853659,0.0,2.4390243902439024,9.75609756097561,2.4390243902439024,7.317073170731708,7.317073170731708,0.0,100.0,12.195121951219512,0
ML491,your good thing is about to end,lou rawls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ML493,oh happy day,edwin hawkins singers,31,14,14,34,9,22,31,9,9,35,0,147,45,102,21.08843537414966,9.523809523809524,9.523809523809524,23.12925170068027,6.122448979591836,14.965986394557824,21.08843537414966,6.122448979591836,6.122448979591836,23.80952380952381,0.0,100.0,30.612244897959183,0
ML494,love me tonight,tom jones,30,11,1,6,1,2,30,9,6,8,0,121,41,80,24.793388429752067,9.090909090909092,0.8264462809917356,4.958677685950414,0.8264462809917356,1.6528925619834711,24.793388429752067,7.43801652892562,4.958677685950414,6.6115702479338845,0.0,100.0,33.88429752066116,0
ML495,mr sun mr moon,paul revere  the raiders,9,1,0,4,1,0,6,1,3,6,0,76,10,66,11.842105263157896,1.3157894736842106,0.0,5.2631578947368425,1.3157894736842106,0.0,7.894736842105263,1.3157894736842106,3.9473684210526314,7.894736842105263,0.0,100.0,13.157894736842104,0
ML496,laughing,the guess who,25,7,5,2,0,8,25,6,5,0,0,114,32,82,21.92982456140351,6.140350877192983,4.385964912280702,1.7543859649122806,0.0,7.017543859649122,21.92982456140351,5.2631578947368425,4.385964912280702,0.0,0.0,100.0,28.07017543859649,0
ML497,my whole world ended the moment you left me,david ruffin,34,6,4,7,3,2,30,3,6,7,0,155,40,115,21.93548387096774,3.870967741935484,2.5806451612903225,4.516129032258065,1.935483870967742,1.2903225806451613,19.35483870967742,1.935483870967742,3.870967741935484,4.516129032258065,0.0,100.0,25.806451612903224,0
ML498,soul deep,the box tops,14,6,2,3,1,5,14,6,4,3,0,117,20,97,11.965811965811966,5.128205128205129,1.7094017094017093,2.5641025641025643,0.8547008547008547,4.273504273504273,11.965811965811966,5.128205128205129,3.4188034188034186,2.5641025641025643,0.0,100.0,17.094017094017094,0
ML499,hooked on a feeling,bj thomas,9,6,2,4,2,2,9,2,4,4,0,82,15,67,10.975609756097562,7.317073170731708,2.4390243902439024,4.878048780487805,2.4390243902439024,2.4390243902439024,10.975609756097562,2.4390243902439024,4.878048780487805,4.878048780487805,0.0,100.0,18.29268292682927,0
ML500,sweet cream ladies,the box tops,41,9,4,24,2,6,24,5,20,15,0,113,50,63,36.283185840707965,7.964601769911504,3.5398230088495577,21.238938053097346,1.7699115044247788,5.3097345132743365,21.238938053097346,4.424778761061947,17.699115044247787,13.274336283185841,0.0,100.0,44.24778761061947,0
ML501,bridge over troubled water,simon  garfunkel,9,7,3,4,2,4,5,6,1,5,0,81,16,65,11.11111111111111,8.641975308641975,3.7037037037037037,4.938271604938271,2.4691358024691357,4.938271604938271,6.172839506172839,7.407407407407407,1.2345679012345678,6.172839506172839,0.0,100.0,19.753086419753085,0
ML502,they long to be close to you,the carpenters,9,3,0,9,0,0,4,1,3,2,0,79,12,67,11.39240506329114,3.7974683544303796,0.0,11.39240506329114,0.0,0.0,5.063291139240507,1.2658227848101267,3.7974683544303796,2.5316455696202533,0.0,100.0,15.189873417721518,0
ML503,american woman,the guess who,5,17,0,13,8,5,4,9,9,4,0,250,22,228,2.0,6.8,0.0,5.2,3.2,2.0,1.6,3.6,3.6,1.6,0.0,100.0,8.8,0
ML504,raindrops keep fallin on my head,bj thomas,4,11,0,10,0,3,3,10,1,1,0,102,15,87,3.9215686274509802,10.784313725490197,0.0,9.803921568627452,0.0,2.9411764705882355,2.9411764705882355,9.803921568627452,0.9803921568627451,0.9803921568627451,0.0,100.0,14.705882352941176,0
ML505,war,edwin starr,37,38,9,26,7,34,30,5,21,33,0,199,75,124,18.592964824120603,19.09547738693467,4.522613065326633,13.06532663316583,3.5175879396984926,17.08542713567839,15.075376884422111,2.512562814070352,10.552763819095478,16.582914572864322,0.0,100.0,37.688442211055275,0
ML506,aint no mountain high enough,diana ross,5,7,1,9,1,2,4,3,4,3,0,132,12,120,3.787878787878788,5.303030303030303,0.7575757575757576,6.818181818181818,0.7575757575757576,1.5151515151515151,3.0303030303030303,2.272727272727273,3.0303030303030303,2.272727272727273,0.0,100.0,9.090909090909092,0
ML507,ill be there,the jackson 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ML508,get ready,rare earth,13,5,4,30,4,6,12,5,1,3,0,204,18,186,6.372549019607843,2.450980392156863,1.9607843137254901,14.705882352941176,1.9607843137254901,2.9411764705882355,5.882352941176471,2.450980392156863,0.49019607843137253,1.4705882352941178,0.0,100.0,8.823529411764707,0
ML509,let it be,the beatles,14,11,9,4,0,2,3,6,1,9,0,101,25,76,13.861386138613861,10.891089108910892,8.910891089108912,3.9603960396039604,0.0,1.9801980198019802,2.9702970297029703,5.9405940594059405,0.9900990099009901,8.910891089108912,0.0,100.0,24.752475247524753,0
ML510,band of gold,freda payne,18,11,4,5,2,4,9,9,1,6,0,118,29,89,15.254237288135593,9.322033898305085,3.389830508474576,4.237288135593221,1.694915254237288,3.389830508474576,7.627118644067797,7.627118644067797,0.847457627118644,5.084745762711864,0.0,100.0,24.576271186440678,0
ML511,mama told me not to come,three dog night,18,12,6,15,4,5,13,4,3,2,0,162,30,132,11.11111111111111,7.407407407407407,3.7037037037037037,9.25925925925926,2.4691358024691357,3.0864197530864197,8.024691358024691,2.4691358024691357,1.8518518518518519,1.2345679012345678,0.0,100.0,18.51851851851852,0
ML512,everything is beautiful,ray stevens,25,4,1,16,1,4,25,4,2,7,0,146,29,117,17.123287671232877,2.73972602739726,0.684931506849315,10.95890410958904,0.684931506849315,2.73972602739726,17.123287671232877,2.73972602739726,1.36986301369863,4.794520547945205,0.0,100.0,19.863013698630137,0
ML513,make it with you,bread,2,1,0,2,0,0,2,0,0,1,0,79,3,76,2.5316455696202533,1.2658227848101267,0.0,2.5316455696202533,0.0,0.0,2.5316455696202533,0.0,0.0,1.2658227848101267,0.0,100.0,3.7974683544303796,0
ML514,hitchin a ride,vanity fare,2,1,1,2,1,1,2,1,0,0,0,116,3,113,1.7241379310344827,0.8620689655172413,0.8620689655172413,1.7241379310344827,0.8620689655172413,0.8620689655172413,1.7241379310344827,0.8620689655172413,0.0,0.0,0.0,100.0,2.586206896551724,0
ML515,abc,the jackson 5,44,0,1,12,1,0,40,11,7,25,0,235,44,191,18.72340425531915,0.0,0.425531914893617,5.1063829787234045,0.425531914893617,0.0,17.02127659574468,4.680851063829787,2.978723404255319,10.638297872340425,0.0,100.0,18.72340425531915,0
ML516,the love you save,the jackson 5,38,10,3,6,4,5,34,5,5,22,0,218,48,170,17.431192660550458,4.587155963302752,1.3761467889908257,2.7522935779816513,1.834862385321101,2.293577981651376,15.596330275229358,2.293577981651376,2.293577981651376,10.091743119266056,0.0,100.0,22.01834862385321,0
ML517,cracklin rosie,neil diamond,3,16,8,3,13,9,3,8,2,2,0,140,19,121,2.142857142857143,11.428571428571429,5.714285714285714,2.142857142857143,9.285714285714286,6.428571428571429,2.142857142857143,5.714285714285714,1.4285714285714286,1.4285714285714286,0.0,100.0,13.571428571428571,0
ML518,candida,dawn,12,3,2,5,2,1,8,2,2,5,0,66,15,51,18.181818181818183,4.545454545454546,3.0303030303030303,7.575757575757576,3.0303030303030303,1.5151515151515151,12.121212121212121,3.0303030303030303,3.0303030303030303,7.575757575757576,0.0,100.0,22.727272727272727,0
ML519,thank you falettinme be mice elf agin,sly  the family stone,9,8,19,10,15,19,7,5,2,5,0,163,17,146,5.521472392638037,4.9079754601226995,11.656441717791411,6.134969325153374,9.202453987730062,11.656441717791411,4.294478527607362,3.067484662576687,1.2269938650306749,3.067484662576687,0.0,100.0,10.429447852760736,0
ML520,spill the wine,eric burdon  war,7,8,7,10,2,5,4,5,1,6,0,174,15,159,4.022988505747127,4.597701149425287,4.022988505747127,5.747126436781609,1.1494252873563218,2.8735632183908044,2.2988505747126435,2.8735632183908044,0.5747126436781609,3.4482758620689653,0.0,100.0,8.620689655172415,0
ML521,ooh child,five stairsteps,9,0,0,7,0,0,9,0,2,2,0,73,9,64,12.32876712328767,0.0,0.0,9.58904109589041,0.0,0.0,12.32876712328767,0.0,2.73972602739726,2.73972602739726,0.0,100.0,12.32876712328767,0
ML522,spirit in the sky,norman greenbaum,20,11,1,0,1,11,2,11,0,4,0,105,31,74,19.047619047619047,10.476190476190476,0.9523809523809523,0.0,0.9523809523809523,10.476190476190476,1.9047619047619047,10.476190476190476,0.0,3.8095238095238093,0.0,100.0,29.523809523809526,0
ML523,lay down candles in the rain,melanie,23,7,4,12,2,5,22,9,11,22,0,154,30,124,14.935064935064934,4.545454545454546,2.5974025974025974,7.792207792207792,1.2987012987012987,3.2467532467532467,14.285714285714286,5.8441558441558445,7.142857142857143,14.285714285714286,0.0,100.0,19.48051948051948,0
ML524,ball of confusion thats what the world is today,the temptations,16,17,16,5,4,10,5,8,3,7,0,206,33,173,7.766990291262136,8.25242718446602,7.766990291262136,2.4271844660194173,1.941747572815534,4.854368932038835,2.4271844660194173,3.883495145631068,1.4563106796116505,3.3980582524271843,0.0,100.0,16.019417475728154,0
ML526,which way you goin billy,the poppy family,2,4,3,3,3,3,2,3,0,4,0,106,6,100,1.8867924528301887,3.7735849056603774,2.830188679245283,2.830188679245283,2.830188679245283,2.830188679245283,1.8867924528301887,2.830188679245283,0.0,3.7735849056603774,0.0,100.0,5.660377358490566,0
ML527,all right now,free,26,7,0,3,4,3,24,2,3,3,0,141,33,108,18.43971631205674,4.964539007092198,0.0,2.127659574468085,2.8368794326241136,2.127659574468085,17.02127659574468,1.4184397163120568,2.127659574468085,2.127659574468085,0.0,100.0,23.404255319148938,0
ML528,i want you back,the jackson 5,22,10,0,4,1,1,22,4,5,6,0,201,32,169,10.945273631840797,4.975124378109452,0.0,1.9900497512437811,0.4975124378109453,0.4975124378109453,10.945273631840797,1.9900497512437811,2.487562189054726,2.985074626865672,0.0,100.0,15.92039800995025,0
ML529,julie do ya love me,bobby sherman,11,3,3,3,2,3,8,3,0,1,0,154,14,140,7.142857142857143,1.948051948051948,1.948051948051948,1.948051948051948,1.2987012987012987,1.948051948051948,5.194805194805195,1.948051948051948,0.0,0.6493506493506493,0.0,100.0,9.090909090909092,0
ML530,greeneyed lady,sugarloaf,12,2,2,8,2,2,11,3,2,8,0,77,14,63,15.584415584415584,2.5974025974025974,2.5974025974025974,10.38961038961039,2.5974025974025974,2.5974025974025974,14.285714285714286,3.896103896103896,2.5974025974025974,10.38961038961039,0.0,100.0,18.181818181818183,0
ML531,signed sealed delivered im yours,stevie wonder,13,7,1,2,2,2,13,3,0,0,0,151,20,131,8.609271523178808,4.635761589403973,0.6622516556291391,1.3245033112582782,1.3245033112582782,1.3245033112582782,8.609271523178808,1.9867549668874172,0.0,0.0,0.0,100.0,13.245033112582782,0
ML532,ride captain ride,blues image,14,3,1,13,0,1,6,2,11,4,0,118,17,101,11.864406779661017,2.542372881355932,0.847457627118644,11.016949152542374,0.0,0.847457627118644,5.084745762711864,1.694915254237288,9.322033898305085,3.389830508474576,0.0,100.0,14.40677966101695,0
ML533,venus,shocking blue,7,2,1,2,1,7,5,3,0,1,0,78,9,69,8.974358974358974,2.5641025641025643,1.2820512820512822,2.5641025641025643,1.2820512820512822,8.974358974358974,6.410256410256411,3.8461538461538463,0.0,1.2820512820512822,0.0,100.0,11.538461538461538,0
ML534,instant karma,john lennon,23,4,2,9,2,3,11,2,7,10,0,138,27,111,16.666666666666668,2.898550724637681,1.4492753623188406,6.521739130434782,1.4492753623188406,2.1739130434782608,7.971014492753623,1.4492753623188406,5.072463768115942,7.246376811594203,0.0,100.0,19.565217391304348,0
ML535,patches,clarence carter,13,16,6,8,4,5,4,5,5,12,0,226,29,197,5.752212389380531,7.079646017699115,2.6548672566371683,3.5398230088495577,1.7699115044247788,2.2123893805309733,1.7699115044247788,2.2123893805309733,2.2123893805309733,5.3097345132743365,0.0,100.0,12.831858407079647,0
